"ch99_code","rate","authority","country_type","countries","general_raw","other_raw","description"
"9903.01.01","0.25","other","all_except","","The duty provided in the applicable subheading + 25%","No change.","Except for products described in headings 9903.01.02, 9903.01.03, 9903.01.04 and 9903.01.05 articles the product of Mexico, as provided for in U.S. note 2(a) to this subchapter"
"9903.01.02",,"other","all","","The duty provided in the applicable subheading","No change.","Articles the product of Mexico that are donations, by persons subject to the jurisdiction of the United States, of articles, such as food, clothing, and medicine, intended to be used to relieve human "
"9903.01.03",,"other","all","","The duty provided in the applicable subheading","No change.","Articles the product of Mexico that are informational materials, including but not limited to, publications, films, posters, phonograph records, photographs, microfilms, microfiche, tapes, compact dis"
"9903.01.04",,"other","all","","No change","No change","Articles that are entered free of duty under the terms of general note 11 to the HTSUS, including any treatment set forth in subchapter XXIII of chapter 98 and subchapter XXII of chapter 99 of the HTS"
"9903.01.05","0.1","other","all","","The duty provided in the applicable subheading + 10%","No change","Potash that is a product of Mexico, as provided for in U.S. note 2(c) to this subchapter"
"9903.01.10","0.35","other","specific","CA","The duty provided in the applicable subheading + 35%","No change","Except for products described in headings 9903.01.11, 9903.01.12, 9903.01.13, 9903.01.14 or 9903.01.15, articles the product of Canada, as provided for in U.S. note 2(j) to this subchapter"
"9903.01.11",,"other","specific","CA","The duty provided in the applicable subheading","No change","Articles the product of Canada that are donations, by persons subject to the jurisdiction of the United States, of articles, such as food, clothing, and medicine, intended to be used to relieve human "
"9903.01.12",,"other","specific","CA","The duty provided in the applicable subheading","No change","Articles the product of Canada that are informational materials, including but not limited to, publications, films, posters, phonograph records, photographs, microfilms, microfiche, tapes, compact dis"
"9903.01.13","0.1","other","all","","The duty provided in the applicable subheading + 10%","No change","Crude oil, natural gas, lease condensates, natural gas liquids, refined petroleum products, uranium, coal, biofuels, geothermal heat, the kinetic movement of flowing water, and critical minerals, as d"
"9903.01.14",,"other","all","","No change","No change","Articles that are entered free of duty under the terms of general note 11 to the HTSUS, including any treatment set forth in subchapter XXIII of chapter 98 and subchapter XXII of chapter 99 of the HTS"
"9903.01.15","0.1","other","specific","CA","The duty provided in the applicable subheading +10%","No change","Potash that is a product of Canada, as provided for in U.S. note 2(I) to this subchapter"
"9903.01.16","0.4","other","specific","CA","The duty provided in the applicable subheading + 40%","The duty provided in the applicable subheading","Except for products described in 9903.01.11, 9903.01.12, and 9903.01.14, articles the product of Canada as provided for in subdivision (m) to note 2 to this subchapter and determined by CBP to have be"
"9903.01.20","0.1","other","specific","CN","The duty provided in the applicable subheading + 10%","No change","Except for products described in headings 9903.01.21, 9903.01.22, or 9903.01.23 articles the product of China and Hong Kong, as provided for in U.S. note 2(s) to this subchapter"
"9903.01.21",,"other","specific","CN","The duty provided in the applicable subheading","No change","Articles the product of China and Hong Kong that are donations, by persons subject to the jurisdiction of the United States, of articles, such as food, clothing, and medicine, intended to be used to r"
"9903.01.22",,"other","specific","CN","The duty provided in the applicable subheading","No change","Articles the product of China and Hong Kong that are informational materials, including but not limited to, publications, films, posters, phonograph records, photographs, microfilms, microfiche, tapes"
"9903.01.23",,"other","specific","CN","The duty provided in the applicable subheading","No change","Except for products described in headings 9903.01.21 and 9903.01.22, and other than products for personal use included in accompanied baggage of persons arriving in the United States, articles the pro"
"9903.01.24","0.1","other","specific","CN","The duty provided in the applicable subheading + 10%","No Change","Except for products described in headings 9903.01.21, 9903.01.22, 9903.01.23, articles the product of China and Hong Kong, as provided for in U.S. note 2(u) to this subchapter"
"9903.01.25","0.1","other","all","","The duty provided in the applicable subheading + 10%","The duty provided in the applicable subheading","Articles the product of any country, except for products described in headings 9903.01.26â€“9903.01.33, 9903.02.02â€“9903.02.81, 9903.96.01, and 9903.96.02, and except as provided for in headings 9903"
"9903.01.26",,"other","specific","CA","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles the product of Canada, as provided for in subdivision (v)(iv) of U.S. note 2 to this subchapter"
"9903.01.27",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles the product of Mexico, as provided for in subdivision (v)(v) of U.S. note 2 to this subchapter"
"9903.01.28",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles the product of any country that (1) were loaded onto a vessel at the port of loading and in transit on the final mode of transit prior to entry into the United States, before 12:01 a.m. easte"
"9903.01.29",,"other","all",""," ","The duty provided in the applicable subheading","Articles the product of any country identified in general note 3(b)"
"9903.01.30",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles that are donations, by persons subject to the jurisdiction of the United States, such as food, clothing, and medicine, intended to be used to relieve human suffering, as provided for in subdi"
"9903.01.31",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles that are informational materials, including but not limited to, publications, films, posters, phonograph records, photographs, microfilms, microfiche, tapes, compact disks, CD ROMs, artworks,"
"9903.01.32",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles the product of any country, classified in the subheadings enumerated in subdivision (v)(iii)(a) of U.S. note 2 to this subchapter"
"9903.01.33",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles of iron or steel; derivative articles of iron or steel; articles of aluminum; derivative articles of aluminum; wood products; passenger vehicles (sedans, sport utility vehicles, crossover uti"
"9903.01.34",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","The U.S. content of articles the product of any country, in which the U.S. content of the article provides at least 20 percent of the Customs value of the imported article, as provided for in subdivis"
"9903.01.43","0.11","other","all_except","","The duty provided in the applicable subheading + 11%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.44","0.13","other","all_except","","The duty provided in the applicable subheading + 13%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.45","0.14","other","all_except","","The duty provided in the applicable subheading + 14%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.46","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.47","0.16","other","all_except","","The duty provided in the applicable subheading + 16%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.48","0.17","other","all_except","","The duty provided in the applicable subheading + 17%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.49","0.18","other","all_except","","The duty provided in the applicable subheading + 18%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.50","0.2","other","all_except","","The duty provided in the applicable subheading + 20%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.51","0.21","other","all_except","","The duty provided in the applicable subheading + 21%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.52","0.22","other","all_except","","The duty provided in the applicable subheading + 22%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.53","0.24","other","all_except","","The duty provided in the applicable subheading + 24%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.54","0.25","other","all_except","","The duty provided in the applicable subheading + 25%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.55","0.26","other","all_except","","The duty provided in the applicable subheading + 26%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.56","0.27","other","all_except","","The duty provided in the applicable subheading + 27%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.57","0.28","other","all_except","","The duty provided in the applicable subheading + 28%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.58","0.29","other","all_except","","The duty provided in the applicable subheading + 29%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.59","0.3","other","all_except","","The duty provided in the applicable subheading + 30%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.60","0.31","other","all_except","","The duty provided in the applicable subheading + 31%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.61","0.32","other","all_except","","The duty provided in the applicable subheading + 32%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.62","0.33","other","all_except","","The duty provided in the applicable subheading + 33%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.63","0.34","other","specific","CN","The duty provided in the applicable subheading + 34%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 10, 2025, except for products described in hea"
"9903.01.64","0.35","other","all_except","","The duty provided in the applicable subheading + 35%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.65","0.36","other","all_except","","The duty provided in the applicable subheading + 36%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.66","0.37","other","all_except","","The duty provided in the applicable subheading + 37%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.67","0.38","other","all_except","","The duty provided in the applicable subheading + 38%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.68","0.39","other","all_except","","The duty provided in the applicable subheading + 39%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.69","0.4","other","all_except","","The duty provided in the applicable subheading + 40%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.70","0.41","other","all_except","","The duty provided in the applicable subheading + 41%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.71","0.44","other","all_except","","The duty provided in the applicable subheading + 44%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.72","0.46","other","all_except","","The duty provided in the applicable subheading + 46%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.73","0.47","other","all_except","","The duty provided in the applicable subheading + 47%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.74","0.48","other","all_except","","The duty provided in the applicable subheading + 48%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.75","0.49","other","all_except","","The duty provided in the applicable subheading + 49%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.76","0.5","other","all_except","","The duty provided in the applicable subheading + 50%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
"9903.01.77","0.4","other","all_except","","The duty provided in the applicable subheading + 40%","The duty provided in the applicable subheading","Except for products described in headings 9903.01.78-9903.01.83 and 9903.01.90, articles the product of Brazil that are entered for consumption, or withdrawn from warehouse for consumption, after 12:0"
"9903.01.78",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles the product of Brazil that (1) were loaded onto a vessel at the port of loading and in transit on the final mode of transit prior to entry into the United States, before 12:01 a.m. eastern da"
"9903.01.79",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles the product of Brazil that are donations, by persons subject to the jurisdiction of the United States, such as food, clothing, and medicine, intended to be used to relieve human suffering, as"
"9903.01.80",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles the product of Brazil that are informational materials, including but not limited to, publications, films, posters, phonograph records, photographs, microfilms, microfiche, tapes, compact dis"
"9903.01.81",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles the product of Brazil, classified in the subheadings enumerated in subdivision (x)(iii)(a) of U.S. note 2 to this subchapter"
"9903.01.82",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles of civil aircraft (all aircraft other than military aircraft); their engines, parts, and components; their other parts, components, and subassemblies; and ground flight simulators and their p"
"9903.01.83",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles of iron or steel; derivative articles of iron or steel; articles of aluminum; derivative articles of aluminum; wood products; passenger vehicles (sedans, sport utility vehicles, crossover uti"
"9903.01.84","0.25","other","all_except","","The duty provided in the applicable subheading + 25%","The duty provided in the applicable subheading","Except for products described in headings 9903.01.85-9903.01.89, articles the product of India that are entered for consumption, or withdrawn from warehouse for consumption, after 12:01 a.m. eastern d"
"9903.01.85",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles the product of India that (1) were loaded onto a vessel at the port of loading and in transit on the final mode of transit prior to entry into the United States, before 12:01 a.m. eastern day"
"9903.01.86",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles the product of India, classified in the subheadings enumerated in subdivision (v)(iii) of U.S. note 2 to this subchapter"
"9903.01.87",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles of iron or steel; derivative articles of iron or steel; articles of aluminum; wood products; derivative articles of aluminum; passenger vehicles (sedans, sport utility vehicles, crossover uti"
"9903.01.88",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles the product of India that are donations, by persons subject to the jurisdiction of the United States, such as food, clothing, and medicine, intended to be used to relieve human suffering, as "
"9903.01.89",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles the product of India that are informational materials, including but not limited to, publications, films, posters, phonograph records, photographs, microfilms, microfiche, tapes, compact disk"
"9903.01.90",,"other","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Articles the product of Brazil, as provided for in subdivision (x)(iii)(b) of U.S. note 2 to this subchapter"
"9903.02.01","0.4","other","all","","The duty provided in the applicable subheading + 40%","The duty provided in the applicable subheading","Articles the product of any country determined by U.S. Customs and Border Protection to have been transshipped to evade applicable duties under section 2 of Executive Order [Insert EO number], as amen"
"9903.02.02","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.03","0.3","other","all_except","","The duty provided in the applicable subheading + 30%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.04","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.05","0.2","other","all_except","","The duty provided in the applicable subheading + 20%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.06","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.07","0.3","other","all_except","","The duty provided in the applicable subheading + 30%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.08","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.09","0.1","other","all_except","","The duty provided in the applicable subheading + 10%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.10","0.25","other","all_except","","The duty provided in the applicable subheading + 25%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.11","0.19","other","all_except","","The duty provided in the applicable subheading + 19%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.12","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.13","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.14","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.15","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.16","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.17","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.18","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.19",,"other","all_except","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.20","0.15","other","all_except","","15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.21","0.1","other","all_except","","The duty provided in the applicable subheading + 10%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.22","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.23","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.24","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.25","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.26","0.25","other","all_except","","The duty provided in the applicable subheading + 25%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.27","0.19","other","all_except","","The duty provided in the applicable subheading + 19%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.28","0.35","other","all_except","","The duty provided in the applicable subheading + 35%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.29","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.30","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.31","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.32","0.25","other","all_except","","The duty provided in the applicable subheading + 25%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.33","0.4","other","all_except","","The duty provided in the applicable subheading + 40%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.34","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.35","0.3","other","all_except","","The duty provided in the applicable subheading + 30%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.36","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.37","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.38","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.39","0.19","other","all_except","","The duty provided in the applicable subheading + 19%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.40","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.41","0.25","other","all_except","","The duty provided in the applicable subheading + 25%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.42","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.43","0.4","other","all_except","","The duty provided in the applicable subheading + 40%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.44","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.45","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.46","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.47","0.18","other","all_except","","The duty provided in the applicable subheading + 18%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
"9903.02.48","0.15","other","all_except","","The duty provided in the applicable subheading + 15%","The duty provided in the applicable subheading","Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withd"
